Date,State,City,Fuel_Type,Price_Per_Liter
1993-12-01,Tamil Nadu,Coimbatore,Diesel,30.75
1993-12-01,West Bengal,Kolkata,Petrol,38.08
1993-12-01,West Bengal,Kolkata,Diesel,29.11
1993-12-01,Gujarat,Surat,Petrol,37.71
1993-12-01,Gujarat,Surat,Diesel,29.59
1993-12-01,Rajasthan,Jaipur,Petrol,35.76
1993-12-01,Rajasthan,Jaipur,Diesel,29.08
1993-12-01,Uttar Pradesh,Kanpur,Petrol,37.11
1993-12-01,Uttar Pradesh,Kanpur,Diesel,30.29
1994-01-01,Maharashtra,Nagpur,Petrol,36.95
1994-01-01,Maharashtra,Nagpur,Diesel,29.35
1994-01-01,Delhi,New Delhi,Petrol,38.78
1994-01-01,Delhi,New Delhi,Diesel,29.48
1994-01-01,Karnataka,Mysore,Petrol,37.22
1994-01-01,Karnataka,Mysore,Diesel,28.88
1994-01-01,Tamil Nadu,Coimbatore,Petrol,37.45
1994-01-01,Tamil Nadu,Coimbatore,Diesel,28.46
1994-01-01,West Bengal,Darjeeling,Petrol,37.93
1994-01-01,West Bengal,Darjeeling,Diesel,29.13
1994-01-01,Gujarat,Ahmedabad,Petrol,38.71
1994-01-01,Gujarat,Ahmedabad,Diesel,29.64
1994-01-01,Rajasthan,Udaipur,Petrol,37.17
1994-01-01,Rajasthan,Udaipur,Diesel,29.85
1994-01-01,Uttar Pradesh,Kanpur,Petrol,40.33
1994-01-01,Uttar Pradesh,Kanpur,Diesel,30.09
1994-02-01,Maharashtra,Mumbai,Petrol,37.47
1994-02-01,Maharashtra,Mumbai,Diesel,30.5
1994-02-01,Delhi,New Delhi,Petrol,38.5
1994-02-01,Delhi,New Delhi,Diesel,29.59
1994-02-01,Karnataka,Bangalore,Petrol,37.91
1994-02-01,Karnataka,Bangalore,Diesel,29.54
1994-02-01,Tamil Nadu,Chennai,Petrol,36.8
1994-02-01,Tamil Nadu,Chennai,Diesel,28.48
1994-02-01,West Bengal,Darjeeling,Petrol,36.7
1994-02-01,West Bengal,Darjeeling,Diesel,29.06
1994-02-01,Gujarat,Surat,Petrol,38.34
1994-02-01,Gujarat,Surat,Diesel,30.63
1994-02-01,Rajasthan,Udaipur,Petrol,36.75
1994-02-01,Rajasthan,Udaipur,Diesel,30.12
1994-02-01,Uttar Pradesh,Kanpur,Petrol,36.48
1994-02-01,Uttar Pradesh,Kanpur,Diesel,29.44
1994-03-01,Maharashtra,Mumbai,Petrol,38.24
1994-03-01,Maharashtra,Mumbai,Diesel,30.36
1994-03-01,Delhi,New Delhi,Petrol,36.33
1994-03-01,Delhi,New Delhi,Diesel,30.12
1994-03-01,Karnataka,Bangalore,Petrol,35.71
1994-03-01,Karnataka,Bangalore,Diesel,28.46
1994-03-01,Tamil Nadu,Chennai,Petrol,37.28
1994-03-01,Tamil Nadu,Chennai,Diesel,30.51
1994-03-01,West Bengal,Kolkata,Petrol,36.64
1994-03-01,West Bengal,Kolkata,Diesel,31.24
1994-03-01,Gujarat,Ahmedabad,Petrol,38.98
1994-03-01,Gujarat,Ahmedabad,Diesel,29.79
1994-03-01,Rajasthan,Jaipur,Petrol,36.36
1994-03-01,Rajasthan,Jaipur,Diesel,30.24
1994-03-01,Uttar Pradesh,Lucknow,Petrol,40.05
1994-03-01,Uttar Pradesh,Lucknow,Diesel,30.3
1994-04-01,Maharashtra,Mumbai,Petrol,39.47
1994-04-01,Maharashtra,Mumbai,Diesel,30.98
1994-04-01,Delhi,New Delhi,Petrol,40.09
1994-04-01,Delhi,New Delhi,Diesel,32.39
1994-04-01,Karnataka,Bangalore,Petrol,36.27
1994-04-01,Karnataka,Bangalore,Diesel,28.38
1994-04-01,Tamil Nadu,Chennai,Petrol,40.79
1994-04-01,Tamil Nadu,Chennai,Diesel,30.68
1994-04-01,West Bengal,Darjeeling,Petrol,40.84
1994-04-01,West Bengal,Darjeeling,Diesel,31.72
1994-04-01,Gujarat,Ahmedabad,Petrol,37.37
1994-04-01,Gujarat,Ahmedabad,Diesel,31.0
1994-04-01,Rajasthan,Jaipur,Petrol,41.12
1994-04-01,Rajasthan,Jaipur,Diesel,32.5
1994-04-01,Uttar Pradesh,Kanpur,Petrol,38.6
1994-04-01,Uttar Pradesh,Kanpur,Diesel,29.94
1994-05-01,Maharashtra,Mumbai,Petrol,37.48
1994-05-01,Maharashtra,Mumbai,Diesel,30.66
1994-05-01,Delhi,New Delhi,Petrol,39.19
1994-05-01,Delhi,New Delhi,Diesel,31.87
1994-05-01,Karnataka,Bangalore,Petrol,39.76
1994-05-01,Karnataka,Bangalore,Diesel,31.04
1994-05-01,Tamil Nadu,Chennai,Petrol,41.49
1994-05-01,Tamil Nadu,Chennai,Diesel,31.28
1994-05-01,West Bengal,Kolkata,Petrol,39.7
1994-05-01,West Bengal,Kolkata,Diesel,31.57
1994-05-01,Gujarat,Surat,Petrol,38.78
1994-05-01,Gujarat,Surat,Diesel,30.08
1994-05-01,Rajasthan,Jaipur,Petrol,39.8
1994-05-01,Rajasthan,Jaipur,Diesel,32.56
1994-05-01,Uttar Pradesh,Kanpur,Petrol,40.4
1994-05-01,Uttar Pradesh,Kanpur,Diesel,31.94
1994-06-01,Maharashtra,Nagpur,Petrol,39.56
1994-06-01,Maharashtra,Nagpur,Diesel,32.84
1994-06-01,Delhi,New Delhi,Petrol,42.43
1994-06-01,Delhi,New Delhi,Diesel,33.89
1994-06-01,Karnataka,Bangalore,Petrol,39.98
1994-06-01,Karnataka,Bangalore,Diesel,33.86
1994-06-01,Tamil Nadu,Chennai,Petrol,41.94
1994-06-01,Tamil Nadu,Chennai,Diesel,32.81
1994-06-01,West Bengal,Kolkata,Petrol,38.23
1994-06-01,West Bengal,Kolkata,Diesel,31.67
1994-06-01,Gujarat,Surat,Petrol,40.51
1994-06-01,Gujarat,Surat,Diesel,32.52
1994-06-01,Rajasthan,Udaipur,Petrol,39.49
1994-06-01,Rajasthan,Udaipur,Diesel,30.63
1994-06-01,Uttar Pradesh,Kanpur,Petrol,41.17
1994-06-01,Uttar Pradesh,Kanpur,Diesel,31.06
1994-07-01,Maharashtra,Mumbai,Petrol,39.62
1994-07-01,Maharashtra,Mumbai,Diesel,30.94
1994-07-01,Delhi,New Delhi,Petrol,41.64
1994-07-01,Delhi,New Delhi,Diesel,33.27
1994-07-01,Karnataka,Mysore,Petrol,39.02
1994-07-01,Karnataka,Mysore,Diesel,31.16
1994-07-01,Tamil Nadu,Coimbatore,Petrol,42.22
1994-07-01,Tamil Nadu,Coimbatore,Diesel,31.24
1994-07-01,West Bengal,Darjeeling,Petrol,41.08
1994-07-01,West Bengal,Darjeeling,Diesel,32.18
1994-07-01,Gujarat,Ahmedabad,Petrol,41.83
1994-07-01,Gujarat,Ahmedabad,Diesel,33.31
1994-07-01,Rajasthan,Jaipur,Petrol,39.7
1994-07-01,Rajasthan,Jaipur,Diesel,31.56
1994-07-01,Uttar Pradesh,Kanpur,Petrol,41.5
1994-07-01,Uttar Pradesh,Kanpur,Diesel,30.71
1994-08-01,Maharashtra,Pune,Petrol,40.72
1994-08-01,Maharashtra,Pune,Diesel,31.53
1994-08-01,Delhi,New Delhi,Petrol,39.64
1994-08-01,Delhi,New Delhi,Diesel,32.05
1994-08-01,Karnataka,Bangalore,Petrol,40.74
1994-08-01,Karnataka,Bangalore,Diesel,32.05
1994-08-01,Tamil Nadu,Coimbatore,Petrol,39.0
1994-08-01,Tamil Nadu,Coimbatore,Diesel,31.65
1994-08-01,West Bengal,Darjeeling,Petrol,41.03
1994-08-01,West Bengal,Darjeeling,Diesel,32.16
1994-08-01,Gujarat,Ahmedabad,Petrol,40.9
1994-08-01,Gujarat,Ahmedabad,Diesel,31.97
1994-08-01,Rajasthan,Jaipur,Petrol,40.78
1994-08-01,Rajasthan,Jaipur,Diesel,33.41
1994-08-01,Uttar Pradesh,Lucknow,Petrol,40.17
1994-08-01,Uttar Pradesh,Lucknow,Diesel,31.73
1994-09-01,Maharashtra,Nagpur,Petrol,39.28
1994-09-01,Maharashtra,Nagpur,Diesel,29.63
1994-09-01,Delhi,New Delhi,Petrol,37.71
1994-09-01,Delhi,New Delhi,Diesel,32.3
1994-09-01,Karnataka,Mysore,Petrol,40.77
1994-09-01,Karnataka,Mysore,Diesel,31.17
1994-09-01,Tamil Nadu,Chennai,Petrol,41.15
1994-09-01,Tamil Nadu,Chennai,Diesel,32.13
1994-09-01,West Bengal,Darjeeling,Petrol,41.45
1994-09-01,West Bengal,Darjeeling,Diesel,33.53
1994-09-01,Gujarat,Ahmedabad,Petrol,38.93
1994-09-01,Gujarat,Ahmedabad,Diesel,29.73
1994-09-01,Rajasthan,Jaipur,Petrol,39.1
1994-09-01,Rajasthan,Jaipur,Diesel,30.96
1994-09-01,Uttar Pradesh,Lucknow,Petrol,38.93
1994-09-01,Uttar Pradesh,Lucknow,Diesel,30.53
1994-10-01,Maharashtra,Nagpur,Petrol,41.15
1994-10-01,Maharashtra,Nagpur,Diesel,32.76
1994-10-01,Delhi,New Delhi,Petrol,39.96
1994-10-01,Delhi,New Delhi,Diesel,30.21
1994-10-01,Karnataka,Bangalore,Petrol,40.84
1994-10-01,Karnataka,Bangalore,Diesel,30.94
1994-10-01,Tamil Nadu,Coimbatore,Petrol,42.03
1994-10-01,Tamil Nadu,Coimbatore,Diesel,32.55
1994-10-01,West Bengal,Kolkata,Petrol,41.05
1994-10-01,West Bengal,Kolkata,Diesel,32.04
1994-10-01,Gujarat,Surat,Petrol,38.98
1994-10-01,Gujarat,Surat,Diesel,30.55
1994-10-01,Rajasthan,Udaipur,Petrol,39.12
1994-10-01,Rajasthan,Udaipur,Diesel,31.09
1994-10-01,Uttar Pradesh,Kanpur,Petrol,39.92
1994-10-01,Uttar Pradesh,Kanpur,Diesel,30.62
1994-11-01,Maharashtra,Pune,Petrol,42.75
1994-11-01,Maharashtra,Pune,Diesel,31.86
1994-11-01,Delhi,New Delhi,Petrol,39.89
1994-11-01,Delhi,New Delhi,Diesel,32.42
1994-11-01,Karnataka,Bangalore,Petrol,38.35
1994-11-01,Karnataka,Bangalore,Diesel,29.97
1994-11-01,Tamil Nadu,Chennai,Petrol,41.86
1994-11-01,Tamil Nadu,Chennai,Diesel,31.89
1994-11-01,West Bengal,Darjeeling,Petrol,39.89
1994-11-01,West Bengal,Darjeeling,Diesel,31.72
1994-11-01,Gujarat,Surat,Petrol,38.84
1994-11-01,Gujarat,Surat,Diesel,30.41
1994-11-01,Rajasthan,Jaipur,Petrol,38.82
1994-11-01,Rajasthan,Jaipur,Diesel,30.8
1994-11-01,Uttar Pradesh,Kanpur,Petrol,37.74
1994-11-01,Uttar Pradesh,Kanpur,Diesel,31.93
1994-12-01,Maharashtra,Mumbai,Petrol,40.56
1994-12-01,Maharashtra,Mumbai,Diesel,32.18
1994-12-01,Delhi,New Delhi,Petrol,38.15
1994-12-01,Delhi,New Delhi,Diesel,30.46
1994-12-01,Karnataka,Bangalore,Petrol,38.34
1994-12-01,Karnataka,Bangalore,Diesel,32.39
1994-12-01,Tamil Nadu,Chennai,Petrol,40.12
1994-12-01,Tamil Nadu,Chennai,Diesel,31.1
1994-12-01,West Bengal,Darjeeling,Petrol,41.28
1994-12-01,West Bengal,Darjeeling,Diesel,31.42
1994-12-01,Gujarat,Ahmedabad,Petrol,37.83
1994-12-01,Gujarat,Ahmedabad,Diesel,31.81
1994-12-01,Rajasthan,Jaipur,Petrol,41.45
1994-12-01,Rajasthan,Jaipur,Diesel,32.69
1994-12-01,Uttar Pradesh,Lucknow,Petrol,39.93
1994-12-01,Uttar Pradesh,Lucknow,Diesel,30.39
1995-01-01,Maharashtra,Mumbai,Petrol,40.21
1995-01-01,Maharashtra,Mumbai,Diesel,32.28
1995-01-01,Delhi,New Delhi,Petrol,39.79
1995-01-01,Delhi,New Delhi,Diesel,33.33
1995-01-01,Karnataka,Bangalore,Petrol,40.17
1995-01-01,Karnataka,Bangalore,Diesel,31.59
1995-01-01,Tamil Nadu,Coimbatore,Petrol,38.68
1995-01-01,Tamil Nadu,Coimbatore,Diesel,30.7
1995-01-01,West Bengal,Darjeeling,Petrol,40.06
1995-01-01,West Bengal,Darjeeling,Diesel,31.32
1995-01-01,Gujarat,Ahmedabad,Petrol,42.95
1995-01-01,Gujarat,Ahmedabad,Diesel,34.28
1995-01-01,Rajasthan,Udaipur,Petrol,39.92
1995-01-01,Rajasthan,Udaipur,Diesel,32.24
1995-01-01,Uttar Pradesh,Kanpur,Petrol,41.13
1995-01-01,Uttar Pradesh,Kanpur,Diesel,31.63
1995-02-01,Maharashtra,Pune,Petrol,40.29
1995-02-01,Maharashtra,Pune,Diesel,32.94
1995-02-01,Delhi,New Delhi,Petrol,40.92
1995-02-01,Delhi,New Delhi,Diesel,31.98
1995-02-01,Karnataka,Bangalore,Petrol,40.62
1995-02-01,Karnataka,Bangalore,Diesel,32.08
1995-02-01,Tamil Nadu,Chennai,Petrol,41.31
1995-02-01,Tamil Nadu,Chennai,Diesel,34.4
1995-02-01,West Bengal,Kolkata,Petrol,38.92
1995-02-01,West Bengal,Kolkata,Diesel,31.35
1995-02-01,Gujarat,Ahmedabad,Petrol,38.92
1995-02-01,Gujarat,Ahmedabad,Diesel,33.11
1995-02-01,Rajasthan,Udaipur,Petrol,40.09
1995-02-01,Rajasthan,Udaipur,Diesel,31.97
1995-02-01,Uttar Pradesh,Kanpur,Petrol,39.23
1995-02-01,Uttar Pradesh,Kanpur,Diesel,32.03
1995-03-01,Maharashtra,Pune,Petrol,40.63
1995-03-01,Maharashtra,Pune,Diesel,31.87
1995-03-01,Delhi,New Delhi,Petrol,42.59
1995-03-01,Delhi,New Delhi,Diesel,32.39
1995-03-01,Karnataka,Mysore,Petrol,40.95
1995-03-01,Karnataka,Mysore,Diesel,33.03
1995-03-01,Tamil Nadu,Chennai,Petrol,39.47
1995-03-01,Tamil Nadu,Chennai,Diesel,31.68
1995-03-01,West Bengal,Darjeeling,Petrol,39.72
1995-03-01,West Bengal,Darjeeling,Diesel,32.96
1995-03-01,Gujarat,Ahmedabad,Petrol,40.91
1995-03-01,Gujarat,Ahmedabad,Diesel,31.54
1995-03-01,Rajasthan,Jaipur,Petrol,41.13
1995-03-01,Rajasthan,Jaipur,Diesel,31.31
1995-03-01,Uttar Pradesh,Kanpur,Petrol,42.11
1995-03-01,Uttar Pradesh,Kanpur,Diesel,32.1
1995-04-01,Maharashtra,Mumbai,Petrol,42.09
1995-04-01,Maharashtra,Mumbai,Diesel,31.64
1995-04-01,Delhi,New Delhi,Petrol,40.61
1995-04-01,Delhi,New Delhi,Diesel,32.92
1995-04-01,Karnataka,Bangalore,Petrol,43.19
1995-04-01,Karnataka,Bangalore,Diesel,34.92
1995-04-01,Tamil Nadu,Coimbatore,Petrol,41.85
1995-04-01,Tamil Nadu,Coimbatore,Diesel,31.54
1995-04-01,West Bengal,Kolkata,Petrol,43.47
1995-04-01,West Bengal,Kolkata,Diesel,34.87
1995-04-01,Gujarat,Surat,Petrol,42.35
1995-04-01,Gujarat,Surat,Diesel,32.83
1995-04-01,Rajasthan,Udaipur,Petrol,41.63
1995-04-01,Rajasthan,Udaipur,Diesel,33.28
1995-04-01,Uttar Pradesh,Kanpur,Petrol,41.07
1995-04-01,Uttar Pradesh,Kanpur,Diesel,31.81
1995-05-01,Maharashtra,Nagpur,Petrol,41.81
1995-05-01,Maharashtra,Nagpur,Diesel,31.96
1995-05-01,Delhi,New Delhi,Petrol,42.58
1995-05-01,Delhi,New Delhi,Diesel,34.08
1995-05-01,Karnataka,Mysore,Petrol,43.22
1995-05-01,Karnataka,Mysore,Diesel,33.61
1995-05-01,Tamil Nadu,Coimbatore,Petrol,41.53
1995-05-01,Tamil Nadu,Coimbatore,Diesel,33.41
1995-05-01,West Bengal,Darjeeling,Petrol,42.72
1995-05-01,West Bengal,Darjeeling,Diesel,33.29
1995-05-01,Gujarat,Surat,Petrol,42.84
1995-05-01,Gujarat,Surat,Diesel,34.88
1995-05-01,Rajasthan,Jaipur,Petrol,40.9
1995-05-01,Rajasthan,Jaipur,Diesel,33.53
1995-05-01,Uttar Pradesh,Lucknow,Petrol,43.64
1995-05-01,Uttar Pradesh,Lucknow,Diesel,35.2
1995-06-01,Maharashtra,Pune,Petrol,41.04
1995-06-01,Maharashtra,Pune,Diesel,34.28
1995-06-01,Delhi,New Delhi,Petrol,40.89
1995-06-01,Delhi,New Delhi,Diesel,31.02
1995-06-01,Karnataka,Mysore,Petrol,43.48
1995-06-01,Karnataka,Mysore,Diesel,33.79
1995-06-01,Tamil Nadu,Chennai,Petrol,39.41
1995-06-01,Tamil Nadu,Chennai,Diesel,30.61
1995-06-01,West Bengal,Darjeeling,Petrol,43.38
1995-06-01,West Bengal,Darjeeling,Diesel,34.31
1995-06-01,Gujarat,Ahmedabad,Petrol,40.09
1995-06-01,Gujarat,Ahmedabad,Diesel,29.8
1995-06-01,Rajasthan,Jaipur,Petrol,41.49
1995-06-01,Rajasthan,Jaipur,Diesel,33.14
1995-06-01,Uttar Pradesh,Lucknow,Petrol,39.09
1995-06-01,Uttar Pradesh,Lucknow,Diesel,30.59
1995-07-01,Maharashtra,Nagpur,Petrol,38.68
1995-07-01,Maharashtra,Nagpur,Diesel,32.55
1995-07-01,Delhi,New Delhi,Petrol,37.46
1995-07-01,Delhi,New Delhi,Diesel,31.4
1995-07-01,Karnataka,Bangalore,Petrol,38.65
1995-07-01,Karnataka,Bangalore,Diesel,30.84
1995-07-01,Tamil Nadu,Coimbatore,Petrol,40.18
1995-07-01,Tamil Nadu,Coimbatore,Diesel,31.65
1995-07-01,West Bengal,Darjeeling,Petrol,38.03
1995-07-01,West Bengal,Darjeeling,Diesel,31.26
1995-07-01,Gujarat,Ahmedabad,Petrol,41.33
1995-07-01,Gujarat,Ahmedabad,Diesel,30.56
1995-07-01,Rajasthan,Udaipur,Petrol,41.0
1995-07-01,Rajasthan,Udaipur,Diesel,31.07
1995-07-01,Uttar Pradesh,Kanpur,Petrol,40.87
1995-07-01,Uttar Pradesh,Kanpur,Diesel,32.33
1995-08-01,Maharashtra,Mumbai,Petrol,40.14
1995-08-01,Maharashtra,Mumbai,Diesel,31.7
1995-08-01,Delhi,New Delhi,Petrol,41.75
1995-08-01,Delhi,New Delhi,Diesel,31.59
1995-08-01,Karnataka,Bangalore,Petrol,41.1
1995-08-01,Karnataka,Bangalore,Diesel,32.74
1995-08-01,Tamil Nadu,Chennai,Petrol,41.32
1995-08-01,Tamil Nadu,Chennai,Diesel,33.24
1995-08-01,West Bengal,Kolkata,Petrol,40.87
1995-08-01,West Bengal,Kolkata,Diesel,32.74
1995-08-01,Gujarat,Surat,Petrol,38.65
1995-08-01,Gujarat,Surat,Diesel,31.9
1995-08-01,Rajasthan,Jaipur,Petrol,41.35
1995-08-01,Rajasthan,Jaipur,Diesel,31.7
1995-08-01,Uttar Pradesh,Kanpur,Petrol,40.96
1995-08-01,Uttar Pradesh,Kanpur,Diesel,33.53
1995-09-01,Maharashtra,Mumbai,Petrol,41.21
1995-09-01,Maharashtra,Mumbai,Diesel,33.58
1995-09-01,Delhi,New Delhi,Petrol,40.44
1995-09-01,Delhi,New Delhi,Diesel,32.12
1995-09-01,Karnataka,Bangalore,Petrol,41.22
1995-09-01,Karnataka,Bangalore,Diesel,30.45
1995-09-01,Tamil Nadu,Coimbatore,Petrol,40.0
1995-09-01,Tamil Nadu,Coimbatore,Diesel,30.04
1995-09-01,West Bengal,Kolkata,Petrol,42.26
1995-09-01,West Bengal,Kolkata,Diesel,33.32
1995-09-01,Gujarat,Surat,Petrol,40.71
1995-09-01,Gujarat,Surat,Diesel,29.88
1995-09-01,Rajasthan,Jaipur,Petrol,39.68
1995-09-01,Rajasthan,Jaipur,Diesel,30.03
1995-09-01,Uttar Pradesh,Lucknow,Petrol,41.68
1995-09-01,Uttar Pradesh,Lucknow,Diesel,33.14
1995-10-01,Maharashtra,Pune,Petrol,39.17
1995-10-01,Maharashtra,Pune,Diesel,29.94
1995-10-01,Delhi,New Delhi,Petrol,40.64
1995-10-01,Delhi,New Delhi,Diesel,32.54
1995-10-01,Karnataka,Mysore,Petrol,41.94
1995-10-01,Karnataka,Mysore,Diesel,30.99
1995-10-01,Tamil Nadu,Chennai,Petrol,40.29
1995-10-01,Tamil Nadu,Chennai,Diesel,31.9
1995-10-01,West Bengal,Darjeeling,Petrol,38.4
1995-10-01,West Bengal,Darjeeling,Diesel,31.32
1995-10-01,Gujarat,Surat,Petrol,39.32
1995-10-01,Gujarat,Surat,Diesel,30.26
1995-10-01,Rajasthan,Jaipur,Petrol,40.81
1995-10-01,Rajasthan,Jaipur,Diesel,32.67
1995-10-01,Uttar Pradesh,Kanpur,Petrol,40.08
1995-10-01,Uttar Pradesh,Kanpur,Diesel,31.63
1995-11-01,Maharashtra,Nagpur,Petrol,40.77
1995-11-01,Maharashtra,Nagpur,Diesel,30.85
1995-11-01,Delhi,New Delhi,Petrol,38.4
1995-11-01,Delhi,New Delhi,Diesel,30.45
1995-11-01,Karnataka,Mysore,Petrol,40.97
1995-11-01,Karnataka,Mysore,Diesel,31.03
1995-11-01,Tamil Nadu,Coimbatore,Petrol,40.41
1995-11-01,Tamil Nadu,Coimbatore,Diesel,32.02
1995-11-01,West Bengal,Darjeeling,Petrol,40.42
1995-11-01,West Bengal,Darjeeling,Diesel,33.56
1995-11-01,Gujarat,Ahmedabad,Petrol,40.26
1995-11-01,Gujarat,Ahmedabad,Diesel,31.9
1995-11-01,Rajasthan,Jaipur,Petrol,41.0
1995-11-01,Rajasthan,Jaipur,Diesel,30.74
1995-11-01,Uttar Pradesh,Lucknow,Petrol,40.12
1995-11-01,Uttar Pradesh,Lucknow,Diesel,32.08
1995-12-01,Maharashtra,Nagpur,Petrol,41.5
1995-12-01,Maharashtra,Nagpur,Diesel,34.49
1995-12-01,Delhi,New Delhi,Petrol,41.21
1995-12-01,Delhi,New Delhi,Diesel,31.31
1995-12-01,Karnataka,Mysore,Petrol,41.73
1995-12-01,Karnataka,Mysore,Diesel,33.48
1995-12-01,Tamil Nadu,Coimbatore,Petrol,40.6
1995-12-01,Tamil Nadu,Coimbatore,Diesel,30.74
1995-12-01,West Bengal,Kolkata,Petrol,40.81
1995-12-01,West Bengal,Kolkata,Diesel,31.39
1995-12-01,Gujarat,Surat,Petrol,41.22
1995-12-01,Gujarat,Surat,Diesel,31.29
1995-12-01,Rajasthan,Udaipur,Petrol,41.27
1995-12-01,Rajasthan,Udaipur,Diesel,34.32
1995-12-01,Uttar Pradesh,Lucknow,Petrol,42.93
1995-12-01,Uttar Pradesh,Lucknow,Diesel,31.43
1996-01-01,Maharashtra,Mumbai,Petrol,41.32
1996-01-01,Maharashtra,Mumbai,Diesel,32.25
1996-01-01,Delhi,New Delhi,Petrol,42.21
1996-01-01,Delhi,New Delhi,Diesel,31.8
1996-01-01,Karnataka,Bangalore,Petrol,42.79
1996-01-01,Karnataka,Bangalore,Diesel,31.92
1996-01-01,Tamil Nadu,Coimbatore,Petrol,41.76
1996-01-01,Tamil Nadu,Coimbatore,Diesel,32.02
1996-01-01,West Bengal,Kolkata,Petrol,39.17
1996-01-01,West Bengal,Kolkata,Diesel,31.58
1996-01-01,Gujarat,Ahmedabad,Petrol,42.3
1996-01-01,Gujarat,Ahmedabad,Diesel,33.36
1996-01-01,Rajasthan,Jaipur,Petrol,42.98
1996-01-01,Rajasthan,Jaipur,Diesel,33.05
1996-01-01,Uttar Pradesh,Kanpur,Petrol,40.75
1996-01-01,Uttar Pradesh,Kanpur,Diesel,30.73
1996-02-01,Maharashtra,Mumbai,Petrol,41.43
1996-02-01,Maharashtra,Mumbai,Diesel,33.07
1996-02-01,Delhi,New Delhi,Petrol,42.73
1996-02-01,Delhi,New Delhi,Diesel,31.94
1996-02-01,Karnataka,Mysore,Petrol,41.15
1996-02-01,Karnataka,Mysore,Diesel,32.63
1996-02-01,Tamil Nadu,Chennai,Petrol,42.04
1996-02-01,Tamil Nadu,Chennai,Diesel,33.64
1996-02-01,West Bengal,Darjeeling,Petrol,40.23
1996-02-01,West Bengal,Darjeeling,Diesel,31.24
1996-02-01,Gujarat,Surat,Petrol,42.77
1996-02-01,Gujarat,Surat,Diesel,32.87
1996-02-01,Rajasthan,Udaipur,Petrol,43.2
1996-02-01,Rajasthan,Udaipur,Diesel,34.13
1996-02-01,Uttar Pradesh,Kanpur,Petrol,43.98
1996-02-01,Uttar Pradesh,Kanpur,Diesel,33.17
1996-03-01,Maharashtra,Pune,Petrol,42.58
1996-03-01,Maharashtra,Pune,Diesel,32.87
1996-03-01,Delhi,New Delhi,Petrol,41.73
1996-03-01,Delhi,New Delhi,Diesel,32.03
1996-03-01,Karnataka,Mysore,Petrol,42.63
1996-03-01,Karnataka,Mysore,Diesel,32.37
1996-03-01,Tamil Nadu,Chennai,Petrol,43.26
1996-03-01,Tamil Nadu,Chennai,Diesel,35.18
1996-03-01,West Bengal,Darjeeling,Petrol,44.52
1996-03-01,West Bengal,Darjeeling,Diesel,35.9
1996-03-01,Gujarat,Surat,Petrol,43.15
1996-03-01,Gujarat,Surat,Diesel,33.78
1996-03-01,Rajasthan,Jaipur,Petrol,44.41
1996-03-01,Rajasthan,Jaipur,Diesel,34.59
1996-03-01,Uttar Pradesh,Kanpur,Petrol,42.16
1996-03-01,Uttar Pradesh,Kanpur,Diesel,33.71
1996-04-01,Maharashtra,Nagpur,Petrol,40.74
1996-04-01,Maharashtra,Nagpur,Diesel,32.35
1996-04-01,Delhi,New Delhi,Petrol,42.0
1996-04-01,Delhi,New Delhi,Diesel,35.19
1996-04-01,Karnataka,Bangalore,Petrol,45.84
1996-04-01,Karnataka,Bangalore,Diesel,35.33
1996-04-01,Tamil Nadu,Chennai,Petrol,41.97
1996-04-01,Tamil Nadu,Chennai,Diesel,34.89
1996-04-01,West Bengal,Darjeeling,Petrol,41.85
1996-04-01,West Bengal,Darjeeling,Diesel,33.22
1996-04-01,Gujarat,Ahmedabad,Petrol,44.39
1996-04-01,Gujarat,Ahmedabad,Diesel,36.16
1996-04-01,Rajasthan,Udaipur,Petrol,44.57
1996-04-01,Rajasthan,Udaipur,Diesel,35.52
1996-04-01,Uttar Pradesh,Lucknow,Petrol,44.05
1996-04-01,Uttar Pradesh,Lucknow,Diesel,36.56
1996-05-01,Maharashtra,Nagpur,Petrol,42.56
1996-05-01,Maharashtra,Nagpur,Diesel,31.53
1996-05-01,Delhi,New Delhi,Petrol,42.05
1996-05-01,Delhi,New Delhi,Diesel,33.72
1996-05-01,Karnataka,Mysore,Petrol,41.33
1996-05-01,Karnataka,Mysore,Diesel,32.13
1996-05-01,Tamil Nadu,Coimbatore,Petrol,41.9
1996-05-01,Tamil Nadu,Coimbatore,Diesel,33.39
1996-05-01,West Bengal,Kolkata,Petrol,40.75
1996-05-01,West Bengal,Kolkata,Diesel,32.64
1996-05-01,Gujarat,Surat,Petrol,43.3
1996-05-01,Gujarat,Surat,Diesel,33.61
1996-05-01,Rajasthan,Udaipur,Petrol,41.26
1996-05-01,Rajasthan,Udaipur,Diesel,32.65
1996-05-01,Uttar Pradesh,Kanpur,Petrol,40.72
1996-05-01,Uttar Pradesh,Kanpur,Diesel,33.16
1996-06-01,Maharashtra,Mumbai,Petrol,42.98
1996-06-01,Maharashtra,Mumbai,Diesel,33.12
1996-06-01,Delhi,New Delhi,Petrol,42.91
1996-06-01,Delhi,New Delhi,Diesel,32.4
1996-06-01,Karnataka,Mysore,Petrol,41.42
1996-06-01,Karnataka,Mysore,Diesel,32.67
1996-06-01,Tamil Nadu,Coimbatore,Petrol,42.04
1996-06-01,Tamil Nadu,Coimbatore,Diesel,34.56
1996-06-01,West Bengal,Kolkata,Petrol,44.43
